listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
163,"Shared room in Silom, Bangkok",1163,2020-03-19,Bangkok,within a day,99,50,False,2,True,True,Silom,West,Bangkok,13.768319,100.46076,House,Shared room,1,1,Gym|Workspace|Wifi|Pool|TV|Free parking|Elevator|Air conditioning|Heating|Kitchen|Washer|Iron,44.5,2,365,3.66,3.72,3.63,3.47,3.55,3.56,3.43,False
164,"Entire home/apt in Menteng, Jakarta",1164,2021-01-08,Jakarta,within a few hours,86,93,False,6,True,True,Menteng,West,Jakarta,-6.225302,106.830709,Condominium,Entire home/apt,8,4,TV|Free parking|Heating,315.06,1,60,4.5,4.34,4.12,4.79,4.61,4.71,4.39,True
165,"Private room in Makati, Manila",1165,2018-01-17,Manila,within a few hours,62,71,False,15,True,True,Makati,North,Manila,14.562045,120.978963,House,Private room,6,3,Free parking|Washer|TV|Workspace|Kitchen|Wifi|Elevator|Gym|Air conditioning|Heating,181.04,7,1125,4.0,3.86,3.8,4.18,3.85,4.29,3.86,False
166,"Entire home/apt in Sukhumvit, Bangkok",1166,2015-06-30,Bangkok,a few days or more,92,57,False,5,True,True,Sukhumvit,East,Bangkok,13.748721,100.459729,Loft,Entire home/apt,2,1,Wifi|Air conditioning|TV|Free parking|Workspace|Heating|Kitchen|Iron|Pool|Elevator,139.23,1,90,3.55,3.31,3.72,3.63,3.4,3.58,3.42,True
167,"Entire home/apt in Bangsar, Kuala Lumpur",1167,2018-10-19,Kuala Lumpur,a few days or more,89,72,False,5,True,True,Bangsar,West,Kuala Lumpur,3.147362,101.676538,Condominium,Entire home/apt,5,2,Air conditioning|Gym|Wifi,237.73,1,1125,3.36,3.1,3.51,3.54,3.44,3.12,3.36,False
168,"Private room in Jurong East, Singapore",1168,2017-07-05,Singapore,within a few hours,68,99,True,6,True,False,Jurong East,South,Singapore,1.363953,103.807893,House,Private room,8,4,Gym|Kitchen|Pool|Heating|Elevator|Washer|Wifi|TV,201.88,3,60,4.06,4.01,3.9,4.22,3.91,4.09,3.7,True
169,"Entire home/apt in Kemang, Jakarta",1169,2020-05-29,Jakarta,a few days or more,54,88,False,2,True,True,Kemang,South,Jakarta,-6.222354,106.821677,Serviced apartment,Entire home/apt,4,2,Gym|Workspace|Heating|Pool|Washer|Air conditioning|TV|Wifi|Elevator|Free parking|Iron|Kitchen,228.14,2,90,4.2,4.15,4.2,4.05,4.41,4.43,4.25,False
170,"Entire home/apt in Tiong Bahru, Singapore",1170,2021-06-25,Singapore,within a few hours,68,53,False,6,True,True,Tiong Bahru,South,Singapore,1.396995,103.7961,Condominium,Entire home/apt,5,2,Heating|Iron|Free parking|Gym|Pool|Wifi|Workspace,225.45,1,30,3.21,3.26,3.3,3.19,3.44,3.43,2.93,False
171,"Private room in Senayan, Jakarta",1171,2021-02-10,Jakarta,a few days or more,58,55,True,3,True,True,Senayan,North,Jakarta,-6.209026,106.817266,House,Private room,7,4,Gym|Pool|Workspace|Kitchen|Free parking|Heating|Iron|Air conditioning|Elevator|Wifi|TV,190.99,2,1125,4.37,4.54,4.34,4.4,4.38,4.56,4.16,True
172,"Private room in Senayan, Jakarta",1172,2018-01-07,Jakarta,within a few hours,96,96,False,9,True,True,Senayan,West,Jakarta,-6.204976,106.814933,Apartment,Private room,4,2,Heating|Elevator|Pool,147.17,2,1125,3.4,3.14,3.53,3.24,3.44,3.55,3.48,True
173,"Private room in Malate, Manila",1173,2015-02-14,Manila,within an hour,90,80,False,10,True,True,Malate,East,Manila,14.586915,120.998749,House,Private room,6,3,Gym|Pool|Free parking|Heating|Kitchen|Wifi|Iron|TV,171.43,3,30,4.55,4.58,4.33,4.72,4.36,4.54,4.21,True
174,"Private room in KLCC, Kuala Lumpur",1174,2015-02-28,Kuala Lumpur,within an hour,71,55,False,3,True,True,KLCC,South,Kuala Lumpur,3.116469,101.68899,Condominium,Private room,5,2,Iron|Elevator|Pool|Kitchen|Free parking,186.18,1,365,4.61,4.69,4.46,4.6,4.74,4.75,4.29,False
175,"Private room in Bukit Bintang, Kuala Lumpur",1175,2020-03-15,Kuala Lumpur,within an hour,56,84,False,11,True,True,Bukit Bintang,West,Kuala Lumpur,3.145473,101.670929,House,Private room,2,1,Washer|Gym|Iron|Elevator|Free parking|Air conditioning|TV|Workspace|Wifi|Heating|Kitchen,76.89,2,1125,3.89,4.05,4.01,3.86,3.82,3.65,3.82,True
176,"Entire home/apt in Silom, Bangkok",1176,2015-02-13,Bangkok,within an hour,89,55,False,1,True,False,Silom,South,Bangkok,13.770905,100.459474,Serviced apartment,Entire home/apt,3,2,TV|Air conditioning|Elevator|Pool,209.23,7,60,3.59,3.77,3.57,3.74,3.45,3.8,3.25,False
177,"Private room in Makati, Manila",1177,2022-05-29,Manila,within an hour,66,66,False,3,True,True,Makati,North,Manila,14.562494,120.977834,Apartment,Private room,5,2,Gym|Iron|Pool|Free parking|Kitchen|Workspace|Wifi,130.2,1,365,3.7,3.89,3.42,3.7,3.82,3.47,3.57,True
178,"Private room in Malate, Manila",1178,2015-10-26,Manila,within a day,75,86,True,1,True,True,Malate,South,Manila,14.586166,120.995181,Apartment,Private room,5,2,Elevator|Kitchen|Wifi,119.68,7,365,4.88,4.82,4.72,5.0,5.0,4.62,4.59,True
179,"Entire home/apt in Menteng, Jakarta",1179,2018-05-25,Jakarta,within a few hours,61,85,False,1,True,True,Menteng,North,Jakarta,-6.219962,106.827758,Serviced apartment,Entire home/apt,6,3,Pool|TV|Workspace|Air conditioning,250.34,7,60,4.71,4.56,4.54,4.56,4.85,4.7,4.75,True
180,"Entire home/apt in Silom, Bangkok",1180,2015-09-16,Bangkok,within a few hours,97,87,False,4,True,True,Silom,Central,Bangkok,13.775351,100.463434,Apartment,Entire home/apt,4,2,Wifi|Workspace|Pool|Iron|Heating|Gym|Elevator|TV|Washer|Free parking,199.91,1,60,3.58,3.52,3.19,3.83,3.69,3.43,3.5,True
181,"Entire home/apt in Katong, Singapore",1181,2015-09-19,Singapore,within a few hours,71,54,False,2,True,True,Katong,West,Singapore,1.373542,103.829851,Apartment,Entire home/apt,3,2,Washer|Air conditioning|Workspace|Gym|Pool|TV|Elevator|Heating|Kitchen|Wifi|Free parking|Iron,212.94,1,365,4.71,4.49,4.53,4.59,4.63,4.76,4.38,False
182,"Entire home/apt in BGC, Manila",1182,2015-01-30,Manila,within an hour,88,61,True,12,True,True,BGC,North,Manila,14.579671,120.970683,Condominium,Entire home/apt,8,4,Gym|Elevator|Kitchen|Washer|Heating|Pool|Iron,270.44,3,30,4.14,4.15,4.21,4.11,3.94,3.98,3.8,False
183,"Private room in Orchard, Singapore",1183,2022-01-09,Singapore,within a day,63,77,False,5,True,True,Orchard,West,Singapore,1.361106,103.817656,House,Private room,4,2,Iron|Elevator|Workspace|Kitchen|TV,133.53,3,365,4.41,4.13,4.45,4.67,4.3,4.58,4.25,True
184,"Private room in Chinatown, Bangkok",1184,2022-08-04,Bangkok,a few days or more,59,63,False,15,True,True,Chinatown,South,Bangkok,13.789189,100.523192,Serviced apartment,Private room,7,4,Air conditioning|Washer|Gym|Iron|Heating|Workspace,205.93,2,60,3.33,3.22,3.01,3.49,3.45,3.62,3.03,True
185,"Entire home/apt in Makati, Manila",1185,2016-12-02,Manila,within a few hours,87,80,False,14,True,True,Makati,North,Manila,14.57203,120.979041,House,Entire home/apt,8,4,Iron|Heating|Kitchen|TV|Washer,266.22,2,30,3.36,3.43,3.4,3.28,3.32,3.41,3.41,False
186,"Shared room in Sukhumvit, Bangkok",1186,2023-03-24,Bangkok,within an hour,51,80,False,11,True,True,Sukhumvit,West,Bangkok,13.74895,100.463671,Loft,Shared room,1,1,Workspace|Air conditioning|Elevator|Heating|Washer|Wifi|Free parking|Gym|TV|Pool,92.52,1,365,3.44,3.57,3.49,3.25,3.47,3.6,3.48,True
187,"Private room in Bangsar, Kuala Lumpur",1187,2015-10-17,Kuala Lumpur,within an hour,82,93,False,6,True,True,Bangsar,Central,Kuala Lumpur,3.153229,101.676911,Loft,Private room,1,1,Gym|Free parking|Heating|TV|Washer|Workspace|Pool,115.32,1,365,3.35,3.23,3.32,3.33,3.24,3.39,2.98,False
188,"Entire home/apt in Silom, Bangkok",1188,2023-04-09,Bangkok,within a day,78,81,False,9,True,True,Silom,South,Bangkok,13.770831,100.457917,House,Entire home/apt,2,1,Workspace|Washer|Pool|Heating|Free parking|Elevator,174.7,1,365,4.42,4.47,4.43,4.49,4.37,4.49,4.42,False
189,"Entire home/apt in Tiong Bahru, Singapore",1189,2018-03-27,Singapore,within a day,76,93,False,9,True,True,Tiong Bahru,East,Singapore,1.391406,103.798777,Loft,Entire home/apt,7,4,Workspace|Kitchen|Elevator|Iron,284.39,2,90,4.77,4.68,4.81,4.58,4.66,4.48,4.77,False
190,"Entire home/apt in Malate, Manila",1190,2023-10-28,Manila,a few days or more,60,89,False,15,True,True,Malate,East,Manila,14.578759,120.996222,House,Entire home/apt,6,3,Elevator|Workspace|Free parking|Kitchen|Heating|Air conditioning|TV|Gym|Washer|Iron|Pool,243.07,7,1125,4.59,4.43,4.77,4.81,4.74,4.69,4.27,True
191,"Entire home/apt in Katong, Singapore",1191,2017-04-20,Singapore,within a few hours,79,70,False,3,True,True,Katong,Central,Singapore,1.368879,103.826674,Serviced apartment,Entire home/apt,5,2,Kitchen|Pool|Elevator|TV|Workspace|Free parking|Heating|Wifi,224.33,7,1125,4.86,5.0,4.66,5.0,4.9,4.73,4.93,False
192,"Private room in Malate, Manila",1192,2016-04-05,Manila,within a day,62,51,False,2,True,False,Malate,South,Manila,14.580857,121.003212,Condominium,Private room,8,4,Air conditioning|Free parking|Wifi|Gym|Washer|Elevator|Kitchen|Heating|Pool|Iron|TV,219.63,2,30,4.25,4.44,4.09,4.3,4.35,4.26,3.88,False
193,"Entire home/apt in Menteng, Jakarta",1193,2018-11-13,Jakarta,a few days or more,96,76,False,3,True,False,Menteng,South,Jakarta,-6.21942,106.835922,Loft,Entire home/apt,6,3,Washer|Elevator|Gym|Iron,207.67,3,30,3.72,3.49,3.5,4.01,3.78,3.62,3.79,False
194,"Entire home/apt in Menteng, Jakarta",1194,2021-03-26,Jakarta,a few days or more,85,97,False,8,True,True,Menteng,East,Jakarta,-6.225464,106.831301,Apartment,Entire home/apt,5,2,Kitchen|Gym|Free parking|TV|Elevator|Wifi,201.8,1,30,4.68,4.46,4.46,4.8,4.8,4.45,4.61,True
195,"Entire home/apt in Chinatown, Bangkok",1195,2015-10-01,Bangkok,within a day,79,94,False,3,True,True,Chinatown,West,Bangkok,13.784122,100.523242,Condominium,Entire home/apt,5,2,Free parking|Iron|Elevator|Air conditioning|Pool|Workspace|Heating|Gym|Wifi,231.12,1,30,4.72,4.56,4.57,4.98,4.7,4.59,4.58,False
196,"Private room in Makati, Manila",1196,2024-10-13,Manila,a few days or more,76,71,False,15,True,False,Makati,East,Manila,14.567964,120.977647,Condominium,Private room,3,2,Iron|Pool|Air conditioning|TV|Workspace|Gym|Heating,156.9,1,60,3.22,3.0,2.95,3.11,3.47,3.29,3.24,False
197,"Private room in Malate, Manila",1197,2025-04-10,Manila,within a few hours,94,59,True,12,True,False,Malate,East,Manila,14.587125,120.993407,Serviced apartment,Private room,2,1,Pool|Free parking|Workspace|Kitchen|Elevator|Iron|Gym|TV|Air conditioning|Heating,121.95,2,60,3.75,3.55,3.94,3.76,3.93,3.52,3.36,True
198,"Entire home/apt in Menteng, Jakarta",1198,2025-03-10,Jakarta,within a day,87,72,False,6,True,True,Menteng,East,Jakarta,-6.224869,106.825367,Condominium,Entire home/apt,1,1,Air conditioning|Heating|Washer|Iron,183.8,3,1125,3.53,3.35,3.47,3.38,3.62,3.24,3.24,True
199,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1199,2025-04-28,Kuala Lumpur,within a day,95,68,False,9,True,True,Bukit Bintang,Central,Kuala Lumpur,3.143009,101.666196,Serviced apartment,Entire home/apt,2,1,Kitchen|Elevator|Air conditioning|Workspace|Pool|Washer|Gym|Heating|Free parking|Iron|Wifi|TV,214.83,1,90,3.42,3.37,3.25,3.45,3.59,3.53,3.44,True
200,"Entire home/apt in Kemang, Jakarta",1200,2023-12-31,Jakarta,within a few hours,54,73,False,4,True,True,Kemang,West,Jakarta,-6.230998,106.830666,Loft,Entire home/apt,2,1,Iron|Air conditioning|Gym|Elevator|Workspace|Wifi|TV|Washer|Free parking|Kitchen,188.21,1,1125,4.26,4.38,4.1,4.18,4.27,4.26,4.24,False
201,"Entire home/apt in BGC, Manila",1201,2020-09-25,Manila,within a few hours,74,88,False,11,True,True,BGC,West,Manila,14.575545,120.967564,Loft,Entire home/apt,7,4,Elevator|Workspace|Washer|Kitchen|Wifi|Iron|Pool,289.31,1,90,3.3,3.31,2.96,3.14,3.48,3.46,3.3,True
202,"Entire home/apt in Kemang, Jakarta",1202,2021-01-23,Jakarta,within a few hours,81,77,False,3,True,False,Kemang,West,Jakarta,-6.224305,106.828915,Serviced apartment,Entire home/apt,6,3,Air conditioning|Gym|Elevator|Pool|Iron|Washer|Heating|Wifi|Free parking,276.52,7,365,3.52,3.46,3.19,3.66,3.65,3.63,3.41,True
203,"Entire home/apt in Sukhumvit, Bangkok",1203,2018-12-15,Bangkok,within a few hours,65,65,False,11,True,True,Sukhumvit,West,Bangkok,13.750344,100.456577,Loft,Entire home/apt,7,4,Wifi|Kitchen|Pool|Heating|Workspace|Gym|TV|Iron|Washer|Elevator|Air conditioning|Free parking,268.93,3,30,4.99,5.0,4.63,4.94,4.96,4.7,4.75,True
204,"Private room in Senayan, Jakarta",1204,2020-04-07,Jakarta,within a few hours,89,69,False,6,True,False,Senayan,North,Jakarta,-6.201016,106.814656,Serviced apartment,Private room,5,2,Pool|Heating|Air conditioning|Elevator|Iron|Workspace|Gym|TV|Kitchen,140.12,1,365,4.09,4.11,4.27,3.93,4.32,3.92,3.82,True
205,"Private room in BGC, Manila",1205,2021-06-26,Manila,a few days or more,92,98,True,9,True,True,BGC,East,Manila,14.579554,120.966926,Condominium,Private room,2,1,Elevator|Gym|Washer|Pool|Air conditioning|TV|Kitchen|Free parking|Iron|Workspace|Heating,138.47,1,1125,3.56,3.69,3.51,3.47,3.84,3.71,3.39,False
206,"Private room in Malate, Manila",1206,2019-02-01,Manila,within a few hours,75,65,False,2,True,True,Malate,East,Manila,14.581636,120.993911,Loft,Private room,1,1,Gym|Workspace|Pool|Air conditioning|Washer|Iron|Elevator,96.72,1,30,3.68,3.5,3.78,3.71,3.76,3.64,3.6,True
207,"Entire home/apt in Thonglor, Bangkok",1207,2016-12-21,Bangkok,a few days or more,73,92,False,11,True,True,Thonglor,Central,Bangkok,13.756501,100.554673,Condominium,Entire home/apt,5,2,Wifi|Air conditioning|Pool,240.23,2,60,4.28,4.1,4.22,4.33,4.14,4.38,4.17,False
208,"Private room in BGC, Manila",1208,2023-09-02,Manila,a few days or more,84,73,False,12,True,True,BGC,Central,Manila,14.577778,120.9665,Loft,Private room,4,2,Workspace|Washer|Gym|Iron|Kitchen|Wifi|Air conditioning|Pool|Elevator,140.99,2,1125,3.99,3.9,4.0,4.27,4.23,4.25,3.77,False
209,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1209,2023-11-05,Kuala Lumpur,within a few hours,69,63,False,14,True,True,Bukit Bintang,East,Kuala Lumpur,3.1527,101.668176,Serviced apartment,Entire home/apt,1,1,Iron|Air conditioning|TV|Washer|Elevator|Heating|Wifi|Gym,195.99,2,90,4.87,5.0,4.93,4.87,4.69,5.0,4.88,False
210,"Private room in Senayan, Jakarta",1210,2024-10-31,Jakarta,a few days or more,100,91,False,3,True,True,Senayan,Central,Jakarta,-6.210129,106.814347,Loft,Private room,6,3,TV|Air conditioning|Pool|Gym|Heating|Washer|Elevator,181.46,2,60,3.25,3.26,3.04,3.09,3.13,3.26,3.33,False
211,"Entire home/apt in Chinatown, Bangkok",1211,2022-09-16,Bangkok,within a few hours,51,51,False,15,True,True,Chinatown,South,Bangkok,13.793505,100.533152,House,Entire home/apt,3,2,Gym|Pool|Kitchen|Workspace,181.34,7,1125,4.78,4.79,4.92,5.0,4.68,4.9,4.46,True
212,"Entire home/apt in Senayan, Jakarta",1212,2021-05-12,Jakarta,within a day,96,93,True,4,True,True,Senayan,North,Jakarta,-6.200478,106.813848,House,Entire home/apt,6,3,Iron|Elevator|Air conditioning|Washer|TV|Heating|Kitchen|Pool|Workspace|Gym,216.36,1,365,3.43,3.53,3.05,3.72,3.35,3.4,3.15,False
213,"Entire home/apt in Menteng, Jakarta",1213,2019-06-17,Jakarta,a few days or more,92,73,False,3,True,True,Menteng,South,Jakarta,-6.221652,106.827908,Apartment,Entire home/apt,6,3,Free parking|Air conditioning|Iron|TV|Wifi|Elevator|Kitchen|Heating|Washer|Workspace|Gym|Pool,260.59,1,1125,3.66,3.45,3.36,3.71,3.63,3.64,3.3,False
214,"Entire home/apt in Menteng, Jakarta",1214,2020-08-06,Jakarta,a few days or more,53,62,False,3,True,False,Menteng,Central,Jakarta,-6.227273,106.834515,House,Entire home/apt,1,1,Free parking|Workspace|Heating|Iron|Pool|Washer|Air conditioning|Kitchen|Gym,186.82,1,60,4.57,4.29,4.33,4.72,4.59,4.87,4.63,True
215,"Entire home/apt in Bangsar, Kuala Lumpur",1215,2023-01-27,Kuala Lumpur,within an hour,65,99,False,8,True,True,Bangsar,Central,Kuala Lumpur,3.149509,101.673079,Serviced apartment,Entire home/apt,8,4,Kitchen|Workspace|TV|Free parking|Washer|Heating|Wifi,272.19,2,30,4.15,3.99,4.34,4.01,4.14,4.41,3.8,True
216,"Private room in Bugis, Singapore",1216,2018-01-08,Singapore,a few days or more,55,51,False,14,True,True,Bugis,East,Singapore,1.388652,103.83184,Loft,Private room,8,4,Elevator|Pool|Heating|Kitchen|Washer|Gym|Wifi|TV|Free parking|Iron|Workspace|Air conditioning,200.97,1,365,3.37,3.46,3.14,3.55,3.5,3.14,3.22,True
217,"Entire home/apt in Bangsar, Kuala Lumpur",1217,2020-09-30,Kuala Lumpur,within an hour,82,71,True,8,True,True,Bangsar,East,Kuala Lumpur,3.147868,101.673194,Serviced apartment,Entire home/apt,2,1,Heating|Workspace|Gym|Air conditioning|Iron|Elevator|Kitchen,209.76,7,60,4.3,4.47,4.22,4.42,4.14,4.28,3.94,False
218,"Private room in Bukit Bintang, Kuala Lumpur",1218,2020-11-12,Kuala Lumpur,within a day,72,66,False,10,True,True,Bukit Bintang,Central,Kuala Lumpur,3.142819,101.672496,Condominium,Private room,5,2,TV|Air conditioning|Workspace,185.28,3,30,3.96,3.72,3.96,3.85,3.85,3.9,3.6,False
219,"Private room in KLCC, Kuala Lumpur",1219,2017-12-21,Kuala Lumpur,within a few hours,91,80,False,8,True,False,KLCC,North,Kuala Lumpur,3.113705,101.688221,Serviced apartment,Private room,8,4,Kitchen|Air conditioning|Heating|Free parking|Iron|Washer,235.31,7,1125,4.16,4.22,3.94,4.37,4.27,4.27,4.24,False
220,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1000,2015-03-07,Kuala Lumpur,a few days or more,81,80,False,1,True,True,Bukit Bintang,North,Kuala Lumpur,3.143083,101.675394,Condominium,Entire home/apt,4,2,Iron|Kitchen|Washer|Gym|Heating|Wifi|Workspace|Elevator|Air conditioning|Free parking,204.16,3,60,3.96,3.76,3.9,4.18,3.79,3.66,3.88,False
221,"Private room in Kemang, Jakarta",1001,2019-06-26,Jakarta,a few days or more,89,91,False,6,True,True,Kemang,North,Jakarta,-6.227213,106.825243,Serviced apartment,Private room,5,2,Washer|Wifi|TV|Iron|Gym|Free parking|Kitchen|Elevator|Heating|Air conditioning,141.04,7,365,4.81,4.52,4.58,4.71,4.78,4.65,4.52,False
222,"Entire home/apt in Bangsar, Kuala Lumpur",1002,2019-05-18,Kuala Lumpur,a few days or more,56,100,False,7,True,False,Bangsar,North,Kuala Lumpur,3.144208,101.670476,Loft,Entire home/apt,5,2,Elevator|Kitchen|Heating|Washer|Free parking|Pool|Gym|Wifi,218.76,2,60,4.4,4.2,4.03,4.21,4.64,4.31,4.08,False
223,"Entire home/apt in Makati, Manila",1003,2016-05-09,Manila,within an hour,100,89,False,10,False,True,Makati,Central,Manila,14.573298,120.98224,Apartment,Entire home/apt,2,1,Wifi|TV|Free parking|Kitchen|Air conditioning|Pool|Workspace|Washer,172.97,3,30,4.64,4.59,4.34,4.5,4.54,4.56,4.6,False
224,"Entire home/apt in BGC, Manila",1004,2016-07-18,Manila,a few days or more,73,90,True,11,True,True,BGC,East,Manila,14.576781,120.962619,Apartment,Entire home/apt,6,3,Washer|Elevator|Pool,225.4,1,1125,3.72,3.63,3.46,3.92,3.73,3.67,3.55,False
225,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1005,2020-10-20,Kuala Lumpur,within a day,76,75,False,15,True,True,Bukit Bintang,South,Kuala Lumpur,3.142379,101.672145,Loft,Entire home/apt,1,1,Gym|Wifi|Workspace|Iron|Kitchen,172.47,2,90,4.82,4.97,4.42,4.76,4.88,5.0,4.77,True
226,"Private room in Chinatown, Bangkok",1006,2024-11-17,Bangkok,within a few hours,51,51,False,15,True,True,Chinatown,South,Bangkok,13.785914,100.526628,House,Private room,7,4,TV|Workspace|Free parking|Washer|Air conditioning,212.65,3,90,4.12,3.94,4.18,4.28,4.41,3.89,3.75,True
227,"Entire home/apt in BGC, Manila",1007,2021-06-02,Manila,within a day,79,56,False,3,False,True,BGC,North,Manila,14.580924,120.961737,Apartment,Entire home/apt,2,1,Heating|Iron|TV|Washer|Pool|Kitchen|Gym|Free parking|Air conditioning|Elevator|Workspace|Wifi,163.68,2,30,3.39,3.14,3.24,3.26,3.3,3.14,3.33,True
228,"Private room in Malate, Manila",1008,2019-12-08,Manila,within a few hours,85,73,False,15,True,False,Malate,Central,Manila,14.583656,120.992375,Loft,Private room,8,4,Kitchen|Workspace|TV|Iron|Elevator|Pool|Washer|Air conditioning|Wifi,211.01,3,365,4.45,4.21,4.27,4.39,4.51,4.22,4.2,True
229,"Private room in KLCC, Kuala Lumpur",1009,2019-09-24,Kuala Lumpur,a few days or more,71,100,True,7,True,False,KLCC,North,Kuala Lumpur,3.118646,101.693697,Apartment,Private room,3,2,Kitchen|Elevator|Wifi|Air conditioning|Pool|Heating,145.11,7,1125,4.77,4.54,4.45,4.89,4.95,4.87,4.44,False
230,"Entire home/apt in Orchard, Singapore",1010,2018-10-20,Singapore,within an hour,86,83,False,4,True,False,Orchard,North,Singapore,1.367301,103.812227,Serviced apartment,Entire home/apt,4,2,Iron|Air conditioning|Kitchen|Wifi|Free parking|Elevator|Pool,247.51,3,30,3.42,3.18,3.58,3.31,3.23,3.59,3.14,False
231,"Private room in BGC, Manila",1011,2015-07-04,Manila,within a few hours,68,59,False,3,True,False,BGC,West,Manila,14.576102,120.960618,Apartment,Private room,6,3,Gym|Wifi|TV|Pool|Workspace,164.1,1,60,3.66,3.51,3.5,3.54,3.77,3.56,3.27,True
232,"Entire home/apt in Menteng, Jakarta",1012,2024-04-13,Jakarta,within an hour,67,85,False,10,True,True,Menteng,Central,Jakarta,-6.224198,106.827083,House,Entire home/apt,6,3,Heating|Washer|Elevator|TV|Gym|Wifi|Kitchen|Workspace|Pool|Air conditioning|Iron|Free parking,221.19,1,1125,4.07,4.1,3.75,4.15,4.09,4.28,3.92,False
233,"Shared room in Thonglor, Bangkok",1013,2019-10-02,Bangkok,within a day,52,60,False,12,True,True,Thonglor,South,Bangkok,13.750312,100.551453,Serviced apartment,Shared room,4,2,Heating|Free parking|Kitchen|Wifi|TV|Washer|Workspace|Iron|Pool|Gym,132.56,3,30,3.88,3.73,3.72,3.74,3.75,3.91,3.62,True
234,"Private room in Malate, Manila",1014,2023-06-11,Manila,within a few hours,76,85,False,15,True,True,Malate,North,Manila,14.578243,120.992099,House,Private room,6,3,Pool|Washer|Elevator|Workspace|Wifi|TV|Air conditioning|Heating,176.93,2,1125,4.3,4.04,4.43,4.43,4.37,4.54,4.31,True
235,"Private room in Katong, Singapore",1015,2024-05-30,Singapore,within a few hours,64,81,False,6,True,True,Katong,Central,Singapore,1.371386,103.824319,Loft,Private room,6,3,Pool|Washer|Elevator|Wifi|Iron|Workspace|TV|Kitchen|Free parking|Gym,163.27,2,365,3.36,3.51,3.38,3.26,3.26,3.55,3.16,False
236,"Entire home/apt in Malate, Manila",1016,2021-05-06,Manila,a few days or more,91,93,False,11,True,True,Malate,Central,Manila,14.588788,120.992008,Loft,Entire home/apt,4,2,Kitchen|Air conditioning|Workspace|Free parking|Washer|TV|Pool|Heating|Iron|Gym|Wifi|Elevator,209.29,2,365,4.43,4.55,4.27,4.29,4.49,4.43,4.29,True
237,"Private room in Sukhumvit, Bangkok",1017,2019-05-25,Bangkok,within a day,69,54,True,11,True,True,Sukhumvit,Central,Bangkok,13.756405,100.458262,House,Private room,8,4,Workspace|Washer|Gym,193.39,1,365,4.92,4.84,4.53,5.0,5.0,5.0,4.64,True
238,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1018,2023-09-13,Kuala Lumpur,a few days or more,54,56,False,11,True,True,Bukit Bintang,Central,Kuala Lumpur,3.146988,101.668183,House,Entire home/apt,4,2,Heating|Air conditioning|Iron|Wifi|TV|Washer|Kitchen|Elevator|Workspace|Free parking,224.9,3,30,4.85,4.7,4.68,4.7,5.0,4.69,4.75,False
239,"Entire home/apt in Jurong East, Singapore",1019,2021-12-11,Singapore,within an hour,87,100,True,14,True,True,Jurong East,East,Singapore,1.361032,103.802506,Loft,Entire home/apt,7,4,Elevator|TV|Pool,283.4,3,60,4.26,4.28,4.01,4.27,4.42,4.23,3.98,False
240,"Private room in Tiong Bahru, Singapore",1020,2024-12-04,Singapore,within an hour,71,62,False,11,True,True,Tiong Bahru,North,Singapore,1.392844,103.793665,House,Private room,6,3,Pool|Free parking|Workspace|Wifi|Kitchen|TV|Air conditioning|Iron|Gym|Heating|Elevator|Washer,159.12,7,365,4.96,4.96,4.76,5.0,5.0,5.0,4.77,True
241,"Entire home/apt in Menteng, Jakarta",1021,2022-10-10,Jakarta,within a few hours,68,78,False,4,True,True,Menteng,South,Jakarta,-6.224793,106.830934,Loft,Entire home/apt,1,1,Workspace|Gym|Washer|Iron|Kitchen|TV|Wifi|Elevator,168.13,2,30,3.22,3.41,2.94,3.16,3.13,3.08,2.91,False
242,"Entire home/apt in Silom, Bangkok",1022,2015-03-27,Bangkok,a few days or more,95,54,False,2,True,True,Silom,East,Bangkok,13.777219,100.465088,Condominium,Entire home/apt,5,2,Pool|Washer|Free parking|Elevator,254.09,1,60,3.63,3.43,3.46,3.62,3.73,3.92,3.35,True
243,"Private room in Malate, Manila",1023,2018-09-04,Manila,within a few hours,82,74,False,13,True,True,Malate,South,Manila,14.587683,120.999363,Condominium,Private room,5,2,TV|Heating|Elevator|Washer|Air conditioning,182.43,2,365,4.61,4.57,4.32,4.77,4.67,4.6,4.69,True
244,"Private room in BGC, Manila",1024,2017-04-11,Manila,within an hour,79,82,False,10,True,True,BGC,West,Manila,14.580952,120.962188,Serviced apartment,Private room,4,2,Gym|Heating|Kitchen|Pool|Free parking|Elevator|Wifi|Air conditioning|TV,145.07,2,365,3.73,3.66,3.58,3.93,3.69,3.66,3.42,True
